"metadata__language","metadata__transactionId","metadata__version","metadata__fromDate","metadata__toDate","metadata__station","metadata__status_code","metadata__message","actualWeatherData__date","actualWeatherData__time","actualWeatherData__temperature","actualWeatherData__relativeHumidity"
"","","","","","","","","2022-01-07","06:00:00","22.3","99.0"
"","","","","","","","","2022-01-07","06:15:00","21.9","99.0"
"","","","","","","","","2022-01-07","06:30:00","22.0","99.0"
"","","","","","","","","2022-01-07","06:45:00","22.0","99.0"
"","","","","","","","","2022-01-07","07:00:00","21.9","99.0"
"","","","","","","","","2022-01-07","07:15:00","21.8","99.0"
"","","","","","","","","2022-01-07","07:30:00","22.0","99.0"
"","","","","","","","","2022-01-07","07:45:00","22.0","99.0"
"","","","","","","","","2022-01-07","08:00:00","22.3","99.0"
"","","","","","","","","2022-01-07","08:15:00","22.5","99.0"
"","","","","","","","","2022-01-07","08:30:00","22.5","99.0"
"","","","","","","","","2022-01-07","08:45:00","22.6","99.0"
"","","","","","","","","2022-01-07","09:00:00","23.0","99.0"
"","","","","","","","","2022-01-07","09:15:00","23.4","99.0"
"","","","","","","","","2022-01-07","09:30:00","23.7","99.0"
"","","","","","","","","2022-01-07","09:45:00","24.1","99.0"
"","","","","","","","","2022-01-07","10:00:00","23.9","99.0"
"","","","","","","","","2022-01-07","10:15:00","24.3","99.0"
"","","","","","","","","2022-01-07","10:30:00","25.0","99.0"
"","","","","","","","","2022-01-07","10:45:00","25.3","99.0"
"","","","","","","","","2022-01-07","11:00:00","25.7","99.0"
"","","","","","","","","2022-01-07","11:15:00","25.8","99.0"
"","","","","","","","","2022-01-07","11:30:00","26.4","99.0"
"","","","","","","","","2022-01-07","11:45:00","26.5","99.0"
"","","","","","","","","2022-01-07","12:15:00","26.2","99.0"
"","","","","","","","","2022-01-07","12:30:00","26.0","99.0"
"","","","","","","","","2022-01-07","12:45:00","25.7","99.0"
"","","","","","","","","2022-01-07","13:00:00","25.7","99.0"
"","","","","","","","","2022-01-07","13:15:00","26.2","99.0"
"","","","","","","","","2022-01-07","13:30:00","25.9","99.0"
"","","","","","","","","2022-01-07","13:45:00","26.2","99.0"
"","","","","","","","","2022-01-07","14:00:00","26.3","99.0"
"","","","","","","","","2022-01-07","14:15:00","26.4","99.0"
"","","","","","","","","2022-01-07","14:30:00","26.4","99.0"
"","","","","","","","","2022-01-07","14:45:00","26.4","99.0"
"","","","","","","","","2022-01-07","15:00:00","26.5","99.0"
"","","","","","","","","2022-01-07","15:15:00","26.3","99.0"
"","","","","","","","","2022-01-07","15:30:00","26.5","99.0"
"","","","","","","","","2022-01-07","15:45:00","26.5","99.0"
"","","","","","","","","2022-01-07","16:00:00","26.4","99.0"
"","","","","","","","","2022-01-07","16:15:00","26.4","99.0"
"","","","","","","","","2022-01-07","16:30:00","26.3","99.0"
"","","","","","","","","2022-01-07","16:45:00","26.0","99.0"
"","","","","","","","","2022-01-07","17:00:00","25.8","99.0"
"","","","","","","","","2022-01-07","17:15:00","25.6","99.0"
"","","","","","","","","2022-01-07","17:30:00","25.5","99.0"
"","","","","","","","","2022-01-07","17:45:00","25.4","99.0"
"","","","","","","","","2022-01-07","18:00:00","25.2","99.0"
"","","","","","","","","2022-01-07","18:15:00","25.2","99.0"
"","","","","","","","","2022-01-07","18:30:00","25.0","99.0"
"","","","","","","","","2022-01-07","18:45:00","25.0","99.0"
"","","","","","","","","2022-01-07","19:00:00","24.7","99.0"
"","","","","","","","","2022-01-07","19:15:00","24.6","99.0"
"","","","","","","","","2022-01-07","19:30:00","24.6","99.0"
"","","","","","","","","2022-01-07","19:45:00","24.2","99.0"
"","","","","","","","","2022-01-07","20:00:00","24.3","99.0"
"","","","","","","","","2022-01-07","20:15:00","23.6","99.0"
"","","","","","","","","2022-01-07","20:30:00","23.4","99.0"
"","","","","","","","","2022-01-07","20:45:00","23.3","99.0"
"","","","","","","","","2022-01-07","21:00:00","24.0","99.0"
"","","","","","","","","2022-01-07","21:15:00","24.0","99.0"
"","","","","","","","","2022-01-07","21:30:00","23.3","99.0"
"","","","","","","","","2022-01-07","21:45:00","23.1","99.0"
"","","","","","","","","2022-01-07","22:15:00","22.4","99.0"
"","","","","","","","","2022-01-07","22:30:00","22.2","99.0"
"","","","","","","","","2022-01-07","22:45:00","22.1","99.0"
"","","","","","","","","2022-01-07","23:00:00","21.9","99.0"
"","","","","","","","","2022-01-07","23:15:00","21.5","99.0"
"","","","","","","","","2022-01-07","23:30:00","21.4","99.0"
"","","","","","","","","2022-01-07","23:45:00","21.6","99.0"
"","","","","","","","","2022-01-08","00:00:00","22.5","99.0"
"","","","","","","","","2022-01-08","00:15:00","23.0","99.0"
"","","","","","","","","2022-01-08","00:30:00","23.0","99.0"
"","","","","","","","","2022-01-08","00:45:00","22.9","99.0"
"","","","","","","","","2022-01-08","01:00:00","23.0","99.0"
"","","","","","","","","2022-01-08","01:15:00","22.8","99.0"
"","","","","","","","","2022-01-08","01:30:00","22.8","99.0"
"","","","","","","","","2022-01-08","01:45:00","23.0","99.0"
"","","","","","","","","2022-01-08","02:00:00","23.0","99.0"
"","","","","","","","","2022-01-08","02:15:00","22.9","99.0"
"","","","","","","","","2022-01-08","02:30:00","22.6","99.0"
"","","","","","","","","2022-01-08","02:45:00","22.4","99.0"
"","","","","","","","","2022-01-08","03:00:00","22.5","99.0"
"","","","","","","","","2022-01-08","03:15:00","22.7","99.0"
"","","","","","","","","2022-01-08","03:30:00","22.6","99.0"
"","","","","","","","","2022-01-08","03:45:00","22.6","99.0"
"","","","","","","","","2022-01-08","04:00:00","22.6","99.0"
"","","","","","","","","2022-01-08","04:15:00","22.5","99.0"
"","","","","","","","","2022-01-08","04:30:00","22.7","99.0"
"","","","","","","","","2022-01-08","04:45:00","22.7","99.0"
"","","","","","","","","2022-01-08","05:00:00","22.5","99.0"
"","","","","","","","","2022-01-08","05:15:00","22.7","99.0"
"","","","","","","","","2022-01-08","05:30:00","22.7","99.0"
"","","","","","","","","2022-01-08","05:45:00","22.5","99.0"
"","","","","","","","","2022-01-08","06:15:00","22.3","99.0"
"","","","","","","","","2022-01-08","06:30:00","22.2","99.0"
"","","","","","","","","2022-01-08","06:45:00","22.1","99.0"
"","","","","","","","","2022-01-08","07:00:00","22.0","99.0"
"","","","","","","","","2022-01-08","07:15:00","22.2","99.0"
"","","","","","","","","2022-01-08","07:30:00","22.1","99.0"
"","","","","","","","","2022-01-08","07:45:00","22.2","99.0"
"","","","","","","","","2022-01-08","08:00:00","22.3","99.0"
"","","","","","","","","2022-01-08","08:15:00","22.7","99.0"
"","","","","","","","","2022-01-08","08:30:00","23.2","99.0"
"","","","","","","","","2022-01-08","08:45:00","23.4","99.0"
"","","","","","","","","2022-01-08","09:00:00","23.9","99.0"
"","","","","","","","","2022-01-08","09:15:00","24.4","99.0"
"","","","","","","","","2022-01-08","09:30:00","24.1","99.0"
"","","","","","","","","2022-01-08","09:45:00","23.3","99.0"
"","","","","","","","","2022-01-08","10:00:00","23.7","99.0"
"","","","","","","","","2022-01-08","10:15:00","23.6","99.0"
"","","","","","","","","2022-01-08","10:30:00","24.9","99.0"
"","","","","","","","","2022-01-08","10:45:00","26.0","99.0"
"","","","","","","","","2022-01-08","11:00:00","25.1","99.0"
"","","","","","","","","2022-01-08","11:15:00","26.0","99.0"
"","","","","","","","","2022-01-08","11:30:00","26.5","99.0"
"","","","","","","","","2022-01-08","11:45:00","26.1","99.0"
"","","","","","","","","2022-01-08","12:00:00","27.2","99.0"
"","","","","","","","","2022-01-08","12:15:00","26.1","99.0"
"","","","","","","","","2022-01-08","12:30:00","26.2","99.0"
"","","","","","","","","2022-01-08","12:45:00","26.0","99.0"
"","","","","","","","","2022-01-08","13:00:00","25.8","99.0"
"","","","","","","","","2022-01-08","13:15:00","25.5","99.0"
"","","","","","","","","2022-01-08","13:30:00","25.0","99.0"
"","","","","","","","","2022-01-08","13:45:00","25.5","99.0"
"","","","","","","","","2022-01-08","14:00:00","24.9","99.0"
"","","","","","","","","2022-01-08","14:15:00","24.4","99.0"
"","","","","","","","","2022-01-08","14:30:00","24.1","99.0"
"","","","","","","","","2022-01-08","14:45:00","24.1","99.0"
"","","","","","","","","2022-01-08","15:00:00","23.9","99.0"
"","","","","","","","","2022-01-08","15:15:00","24.1","99.0"
"","","","","","","","","2022-01-08","15:30:00","24.3","99.0"
"","","","","","","","","2022-01-08","15:45:00","24.1","99.0"
"","","","","","","","","2022-01-08","16:00:00","24.1","99.0"
"","","","","","","","","2022-01-08","16:15:00","24.1","99.0"
"","","","","","","","","2022-01-08","16:30:00","23.8","99.0"
"","","","","","","","","2022-01-08","16:45:00","23.8","99.0"
"","","","","","","","","2022-01-08","17:00:00","23.7","99.0"
"","","","","","","","","2022-01-08","17:15:00","23.6","99.0"
"","","","","","","","","2022-01-08","17:30:00","23.5","99.0"
"","","","","","","","","2022-01-08","17:45:00","23.3","99.0"
"","","","","","","","","2022-01-08","18:00:00","23.4","99.0"
"","","","","","","","","2022-01-08","18:15:00","23.4","99.0"
"","","","","","","","","2022-01-08","18:30:00","22.8","99.0"
"","","","","","","","","2022-01-08","18:45:00","22.5","99.0"
"","","","","","","","","2022-01-08","19:00:00","21.8","99.0"
"","","","","","","","","2022-01-08","19:15:00","21.6","99.0"
"","","","","","","","","2022-01-08","19:30:00","21.7","99.0"
"","","","","","","","","2022-01-08","19:45:00","21.8","99.0"
"","","","","","","","","2022-01-08","20:15:00","22.1","99.0"
"","","","","","","","","2022-01-08","20:30:00","22.3","99.0"
"","","","","","","","","2022-01-08","20:45:00","22.3","99.0"
"","","","","","","","","2022-01-08","21:00:00","22.4","99.0"
"","","","","","","","","2022-01-08","21:15:00","22.6","99.0"
"","","","","","","","","2022-01-08","21:30:00","22.7","99.0"
"","","","","","","","","2022-01-08","21:45:00","22.5","99.0"
"","","","","","","","","2022-01-08","22:00:00","22.6","99.0"
"","","","","","","","","2022-01-08","22:15:00","22.6","99.0"
"","","","","","","","","2022-01-08","22:30:00","22.6","99.0"
"","","","","","","","","2022-01-08","22:45:00","22.6","99.0"
"","","","","","","","","2022-01-08","23:00:00","22.6","99.0"
"","","","","","","","","2022-01-08","23:15:00","22.6","99.0"
"","","","","","","","","2022-01-08","23:30:00","22.3","99.0"
"","","","","","","","","2022-01-08","23:45:00","21.8","99.0"
"","","","","","","","","2022-01-09","00:00:00","21.9","99.0"
"","","","","","","","","2022-01-09","00:15:00","22.0","99.0"
"","","","","","","","","2022-01-09","00:30:00","22.0","99.0"
"","","","","","","","","2022-01-09","00:45:00","22.0","99.0"
"","","","","","","","","2022-01-09","01:00:00","22.0","99.0"
"","","","","","","","","2022-01-09","01:15:00","22.0","99.0"
"","","","","","","","","2022-01-09","01:30:00","22.1","99.0"
"","","","","","","","","2022-01-09","01:45:00","22.0","99.0"
"","","","","","","","","2022-01-09","02:00:00","22.1","99.0"
"","","","","","","","","2022-01-09","02:15:00","22.0","99.0"
"","","","","","","","","2022-01-09","02:30:00","21.9","99.0"
"","","","","","","","","2022-01-09","02:45:00","22.0","99.0"
"","","","","","","","","2022-01-09","03:00:00","21.8","99.0"
"","","","","","","","","2022-01-09","03:15:00","21.6","99.0"
"","","","","","","","","2022-01-09","03:30:00","21.1","99.0"
"","","","","","","","","2022-01-09","03:45:00","20.8","99.0"
"","","","","","","","","2022-01-09","04:00:00","20.3","99.0"
"","","","","","","","","2022-01-09","04:15:00","20.1","99.0"
"","","","","","","","","2022-01-09","04:30:00","20.0","99.0"
"","","","","","","","","2022-01-09","04:45:00","20.1","99.0"
"","","","","","","","","2022-01-09","05:15:00","19.5","99.0"
"","","","","","","","","2022-01-09","05:30:00","19.9","99.0"
"","","","","","","","","2022-01-09","05:45:00","19.8","99.0"
"","","","","","","","","2022-01-09","06:00:00","20.3","99.0"
"","","","","","","","","2022-01-09","06:15:00","20.7","99.0"
"","","","","","","","","2022-01-09","06:30:00","20.8","96.0"
"","","","","","","","","2022-01-09","06:45:00","20.5","99.0"
"","","","","","","","","2022-01-09","07:00:00","20.1","99.0"
"","","","","","","","","2022-01-09","07:15:00","20.1","99.0"
"","","","","","","","","2022-01-09","07:30:00","20.1","99.0"
"","","","","","","","","2022-01-09","07:45:00","20.3","99.0"
"","","","","","","","","2022-01-09","08:00:00","20.3","99.0"
"","","","","","","","","2022-01-09","08:15:00","20.4","99.0"
"","","","","","","","","2022-01-09","08:30:00","20.5","96.0"
"","","","","","","","","2022-01-09","08:45:00","20.7","91.0"
"","","","","","","","","2022-01-09","09:00:00","21.6","87.0"
"","","","","","","","","2022-01-09","09:15:00","22.8","69.0"
"","","","","","","","","2022-01-09","09:30:00","24.1","54.0"
"","","","","","","","","2022-01-09","09:45:00","24.4","52.0"
"","","","","","","","","2022-01-09","10:00:00","24.1","46.0"
"","","","","","","","","2022-01-09","10:15:00","24.8","45.0"
"","","","","","","","","2022-01-09","10:30:00","25.1","41.0"
"","","","","","","","","2022-01-09","10:45:00","23.7","49.0"
"","","","","","","","","2022-01-09","11:00:00","23.5","48.0"
"","","","","","","","","2022-01-09","11:15:00","24.0","43.0"
"","","","","","","","","2022-01-09","11:45:00","24.2","42.0"
"","","","","","","","","2022-01-09","12:00:00","23.9","40.0"
"","","","","","","","","2022-01-09","12:15:00","23.7","44.0"
"","","","","","","","","2022-01-09","12:30:00","23.8","46.0"
"","","","","","","","","2022-01-09","12:45:00","23.5","47.0"
"","","","","","","","","2022-01-09","13:00:00","23.8","45.0"
"","","","","","","","","2022-01-09","13:15:00","23.6","44.0"
"","","","","","","","","2022-01-09","13:30:00","23.8","48.0"
"","","","","","","","","2022-01-09","13:45:00","24.0","45.0"
"","","","","","","","","2022-01-09","14:00:00","23.9","45.0"
"","","","","","","","","2022-01-09","14:15:00","23.6","43.0"
"","","","","","","","","2022-01-09","14:30:00","24.0","44.0"
"","","","","","","","","2022-01-09","14:45:00","23.6","43.0"
"","","","","","","","","2022-01-09","15:00:00","23.6","44.0"
"","","","","","","","","2022-01-09","15:15:00","23.6","45.0"
"","","","","","","","","2022-01-09","15:30:00","23.8","44.0"
"","","","","","","","","2022-01-09","15:45:00","23.7","43.0"
"","","","","","","","","2022-01-09","16:00:00","24.2","43.0"
"","","","","","","","","2022-01-09","16:15:00","23.6","46.0"
"","","","","","","","","2022-01-09","16:30:00","22.9","49.0"
"","","","","","","","","2022-01-09","16:45:00","23.2","47.0"
"","","","","","","","","2022-01-09","17:00:00","23.0","49.0"
"","","","","","","","","2022-01-09","17:15:00","22.8","52.0"
"","","","","","","","","2022-01-09","17:30:00","22.5","52.0"
"","","","","","","","","2022-01-09","17:45:00","22.4","50.0"
"","","","","","","","","2022-01-09","18:00:00","22.5","51.0"
"","","","","","","","","2022-01-09","18:15:00","22.3","50.0"
"","","","","","","","","2022-01-09","18:30:00","22.2","51.0"
"","","","","","","","","2022-01-09","18:45:00","22.0","50.0"
"","","","","","","","","2022-01-09","19:00:00","22.2","51.0"
"","","","","","","","","2022-01-09","19:15:00","22.0","51.0"
"","","","","","","","","2022-01-09","19:30:00","21.8","53.0"
"","","","","","","","","2022-01-09","19:45:00","21.8","53.0"
"","","","","","","","","2022-01-09","20:00:00","21.5","54.0"
"","","","","","","","","2022-01-09","20:15:00","21.4","57.0"
"","","","","","","","","2022-01-09","20:30:00","21.2","57.0"
"","","","","","","","","2022-01-09","20:45:00","21.1","59.0"
"","","","","","","","","2022-01-09","21:00:00","20.9","60.0"
"","","","","","","","","2022-01-09","21:15:00","20.8","60.0"
"","","","","","","","","2022-01-09","21:30:00","20.7","58.0"
"","","","","","","","","2022-01-09","21:45:00","20.6","57.0"
"","","","","","","","","2022-01-09","22:00:00","20.3","59.0"
"","","","","","","","","2022-01-09","22:15:00","20.2","57.0"
"","","","","","","","","2022-01-09","22:30:00","20.1","55.0"
"","","","","","","","","2022-01-09","22:45:00","20.0","51.0"
"","","","","","","","","2022-01-09","23:00:00","20.0","48.0"
"","","","","","","","","2022-01-09","23:15:00","20.0","44.0"
"","","","","","","","","2022-01-09","23:30:00","19.8","43.0"
"","","","","","","","","2022-01-09","23:45:00","19.8","41.0"
"","","","","","","","","2022-01-10","00:15:00","19.5","44.0"
"","","","","","","","","2022-01-10","00:30:00","19.2","44.0"
"","","","","","","","","2022-01-10","00:45:00","18.3","47.0"
"","","","","","","","","2022-01-10","01:00:00","17.7","50.0"
"","","","","","","","","2022-01-10","01:15:00","17.3","52.0"
"","","","","","","","","2022-01-10","01:30:00","17.9","48.0"
"","","","","","","","","2022-01-10","01:45:00","18.4","47.0"
"","","","","","","","","2022-01-10","02:00:00","17.9","53.0"
"","","","","","","","","2022-01-10","02:15:00","17.4","58.0"
"","","","","","","","","2022-01-10","02:30:00","17.0","62.0"
"","","","","","","","","2022-01-10","02:45:00","16.4","67.0"
"","","","","","","","","2022-01-10","03:00:00","16.2","66.0"
"","","","","","","","","2022-01-10","03:15:00","16.4","59.0"
"","","","","","","","","2022-01-10","03:30:00","16.5","62.0"
"","","","","","","","","2022-01-10","03:45:00","16.7","66.0"
"","","","","","","","","2022-01-10","04:00:00","16.6","63.0"
"","","","","","","","","2022-01-10","04:15:00","16.8","57.0"
"","","","","","","","","2022-01-10","04:30:00","16.3","60.0"
"","","","","","","","","2022-01-10","04:45:00","16.0","64.0"
"","","","","","","","","2022-01-10","05:15:00","16.5","63.0"
"","","","","","","","","2022-01-10","05:30:00","16.2","63.0"
"","","","","","","","","2022-01-10","05:45:00","16.2","62.0"
"","","","","","","","","2022-01-10","06:00:00","16.3","59.0"
"","","","","","","","","2022-01-10","06:15:00","16.1","62.0"
"","","","","","","","","2022-01-10","06:30:00","15.7","63.0"
"","","","","","","","","2022-01-10","06:45:00","15.6","66.0"
"","","","","","","","","2022-01-10","07:00:00","15.4","69.0"
"","","","","","","","","2022-01-10","07:15:00","15.1","72.0"
"","","","","","","","","2022-01-10","07:30:00","15.0","76.0"
"","","","","","","","","2022-01-10","07:45:00","15.1","77.0"
"","","","","","","","","2022-01-10","08:00:00","15.7","74.0"
"","","","","","","","","2022-01-10","08:15:00","16.2","65.0"
"","","","","","","","","2022-01-10","08:30:00","16.7","65.0"
"","","","","","","","","2022-01-10","08:45:00","17.3","61.0"
"","","","","","","","","2022-01-10","09:00:00","18.7","52.0"
"","","","","","","","","2022-01-10","09:15:00","21.1","43.0"
"","","","","","","","","2022-01-10","09:30:00","21.4","40.0"
"","","","","","","","","2022-01-10","09:45:00","22.2","41.0"
"","","","","","","","","2022-01-10","10:00:00","22.5","40.0"
"","","","","","","","","2022-01-10","10:15:00","21.8","41.0"
"","","","","","","","","2022-01-10","10:30:00","22.2","40.0"
"","","","","","","","","2022-01-10","10:45:00","21.6","44.0"
"","","","","","","","","2022-01-10","11:00:00","22.1","43.0"
"","","","","","","","","2022-01-10","11:15:00","21.6","44.0"
"","","","","","","","","2022-01-10","11:30:00","22.3","43.0"
"","","","","","","","","2022-01-10","11:45:00","21.8","45.0"
"","","","","","","","","2022-01-10","12:00:00","22.2","42.0"
"","","","","","","","","2022-01-10","12:15:00","21.8","46.0"
"","","","","","","","","2022-01-10","12:30:00","22.1","45.0"
"","","","","","","","","2022-01-10","12:45:00","22.0","46.0"
"","","","","","","","","2022-01-10","13:00:00","22.1","44.0"
"","","","","","","","","2022-01-10","13:15:00","22.1","41.0"
"","","","","","","","","2022-01-10","13:30:00","22.5","39.0"
"","","","","","","","","2022-01-10","13:45:00","22.7","40.0"
"","","","","","","","","2022-01-10","14:00:00","22.7","42.0"
"","","","","","","","","2022-01-10","14:15:00","22.2","45.0"
"","","","","","","","","2022-01-10","14:30:00","22.5","43.0"
"","","","","","","","","2022-01-10","14:45:00","22.9","45.0"
"","","","","","","","","2022-01-10","15:15:00","22.5","45.0"
"","","","","","","","","2022-01-10","15:30:00","22.5","47.0"
"","","","","","","","","2022-01-10","15:45:00","22.8","46.0"
"","","","","","","","","2022-01-10","16:00:00","22.7","48.0"
"","","","","","","","","2022-01-10","16:15:00","22.6","48.0"
"","","","","","","","","2022-01-10","16:30:00","22.6","49.0"
"","","","","","","","","2022-01-10","16:45:00","22.3","48.0"
"","","","","","","","","2022-01-10","17:00:00","21.9","50.0"
"","","","","","","","","2022-01-10","17:15:00","21.5","54.0"
"","","","","","","","","2022-01-10","17:30:00","21.3","53.0"
"","","","","","","","","2022-01-10","17:45:00","21.3","56.0"
"","","","","","","","","2022-01-10","18:00:00","21.1","57.0"
"","","","","","","","","2022-01-10","18:15:00","21.2","55.0"
"","","","","","","","","2022-01-10","18:30:00","20.8","56.0"
"","","","","","","","","2022-01-10","18:45:00","20.8","57.0"
"","","","","","","","","2022-01-10","19:00:00","20.8","57.0"
"","","","","","","","","2022-01-10","19:15:00","20.7","59.0"
"","","","","","","","","2022-01-10","19:30:00","20.7","61.0"
"","","","","","","","","2022-01-10","19:45:00","20.8","59.0"
"","","","","","","","","2022-01-10","20:00:00","20.8","59.0"
"","","","","","","","","2022-01-10","20:15:00","20.8","60.0"
"","","","","","","","","2022-01-10","20:30:00","20.8","60.0"
"","","","","","","","","2022-01-10","20:45:00","20.7","62.0"
"","","","","","","","","2022-01-10","21:00:00","20.5","66.0"
"","","","","","","","","2022-01-10","21:15:00","20.3","69.0"
"","","","","","","","","2022-01-10","21:30:00","20.3","66.0"
"","","","","","","","","2022-01-10","21:45:00","20.5","59.0"
"","","","","","","","","2022-01-10","22:00:00","20.4","59.0"
"","","","","","","","","2022-01-10","22:15:00","20.3","64.0"
"","","","","","","","","2022-01-10","22:30:00","20.2","66.0"
"","","","","","","","","2022-01-10","22:45:00","20.2","67.0"
"","","","","","","","","2022-01-10","23:00:00","20.2","67.0"
"","","","","","","","","2022-01-10","23:15:00","20.0","66.0"
"","","","","","","","","2022-01-10","23:30:00","19.6","63.0"
"","","","","","","","","2022-01-10","23:45:00","19.9","57.0"
"","","","","","","","","2022-01-11","00:15:00","18.9","65.0"
"","","","","","","","","2022-01-11","00:30:00","18.2","71.0"
"","","","","","","","","2022-01-11","00:45:00","17.6","77.0"
"","","","","","","","","2022-01-11","01:00:00","17.3","80.0"
"","","","","","","","","2022-01-11","01:15:00","16.9","82.0"
"","","","","","","","","2022-01-11","01:30:00","16.5","84.0"
"","","","","","","","","2022-01-11","01:45:00","17.2","99.0"
"","","","","","","","","2022-01-11","02:00:00","18.6","99.0"
"","","","","","","","","2022-01-11","02:15:00","18.9","99.0"
"","","","","","","","","2022-01-11","02:30:00","18.8","99.0"
"","","","","","","","","2022-01-11","02:45:00","18.8","99.0"
"","","","","","","","","2022-01-11","03:00:00","19.2","99.0"
"","","","","","","","","2022-01-11","03:15:00","19.0","99.0"
"","","","","","","","","2022-01-11","03:30:00","19.0","99.0"
"","","","","","","","","2022-01-11","03:45:00","18.9","99.0"
"","","","","","","","","2022-01-11","04:00:00","19.0","99.0"
"","","","","","","","","2022-01-11","04:15:00","18.9","99.0"
"","","","","","","","","2022-01-11","04:30:00","19.0","99.0"
"","","","","","","","","2022-01-11","04:45:00","18.9","99.0"
"","","","","","","","","2022-01-11","05:00:00","19.0","99.0"
"","","","","","","","","2022-01-11","05:15:00","18.8","99.0"
"","","","","","","","","2022-01-11","05:30:00","18.7","99.0"
"","","","","","","","","2022-01-11","05:45:00","18.5","99.0"
"","","","","","","","","2022-01-11","06:15:00","19.0","99.0"
"","","","","","","","","2022-01-11","06:30:00","18.8","99.0"
"","","","","","","","","2022-01-11","06:45:00","18.7","99.0"
"","","","","","","","","2022-01-11","07:00:00","18.6","99.0"
"","","","","","","","","2022-01-11","07:15:00","18.1","99.0"
"","","","","","","","","2022-01-11","07:30:00","18.5","99.0"
"","","","","","","","","2022-01-11","07:45:00","18.6","99.0"
"","","","","","","","","2022-01-11","08:00:00","18.9","99.0"
"","","","","","","","","2022-01-11","08:15:00","19.1","99.0"
"","","","","","","","","2022-01-11","08:30:00","19.3","99.0"
"","","","","","","","","2022-01-11","08:45:00","19.7","99.0"
"","","","","","","","","2022-01-11","09:00:00","20.2","99.0"
"","","","","","","","","2022-01-11","09:15:00","21.3","99.0"
"","","","","","","","","2022-01-11","09:30:00","22.0","99.0"
"","","","","","","","","2022-01-11","09:45:00","22.2","99.0"
"","","","","","","","","2022-01-11","10:00:00","22.5","98.0"
"","","","","","","","","2022-01-11","10:15:00","22.5","94.0"
"","","","","","","","","2022-01-11","10:30:00","22.4","85.0"
"","","","","","","","","2022-01-11","10:45:00","22.7","81.0"
"","","","","","","","","2022-01-11","11:00:00","23.2","73.0"
"","","","","","","","","2022-01-11","11:15:00","23.5","67.0"
"","","","","","","","","2022-01-11","11:30:00","23.5","65.0"
"","","","","","","","","2022-01-11","11:45:00","23.4","64.0"
"","","","","","","","","2022-01-11","12:00:00","24.2","57.0"
"","","","","","","","","2022-01-11","12:15:00","23.1","65.0"
"","","","","","","","","2022-01-11","12:30:00","23.4","60.0"
"","","","","","","","","2022-01-11","12:45:00","23.4","65.0"
"","","","","","","","","2022-01-11","13:00:00","23.5","61.0"
"","","","","","","","","2022-01-11","13:15:00","23.4","62.0"
"","","","","","","","","2022-01-11","13:30:00","23.4","62.0"
"","","","","","","","","2022-01-11","13:45:00","23.8","61.0"
"","","","","","","","","2022-01-11","14:00:00","23.6","62.0"
"","","","","","","","","2022-01-11","14:15:00","23.8","62.0"
"","","","","","","","","2022-01-11","14:30:00","24.1","57.0"
"","","","","","","","","2022-01-11","14:45:00","24.1","62.0"
"","","","","","","","","2022-01-11","15:00:00","24.5","57.0"
"","","","","","","","","2022-01-11","15:15:00","24.4","60.0"
"","","","","","","","","2022-01-11","15:30:00","24.5","57.0"
"","","","","","","","","2022-01-11","15:45:00","24.8","57.0"
"","","","","","","","","2022-01-11","16:00:00","24.5","59.0"
"","","","","","","","","2022-01-11","16:15:00","24.7","60.0"
"","","","","","","","","2022-01-11","16:30:00","24.8","60.0"
"","","","","","","","","2022-01-11","16:45:00","24.1","62.0"
"","","","","","","","","2022-01-11","17:15:00","23.2","81.0"
"","","","","","","","","2022-01-11","17:30:00","23.0","80.0"
"","","","","","","","","2022-01-11","17:45:00","22.7","79.0"
"","","","","","","","","2022-01-11","18:00:00","22.5","79.0"
"","","","","","","","","2022-01-11","18:15:00","22.3","82.0"
"","","","","","","","","2022-01-11","18:30:00","22.3","82.0"
"","","","","","","","","2022-01-11","18:45:00","22.2","79.0"
"","","","","","","","","2022-01-11","19:00:00","22.1","80.0"
"","","","","","","","","2022-01-11","19:15:00","21.9","81.0"
"","","","","","","","","2022-01-11","19:30:00","21.9","85.0"
"","","","","","","","","2022-01-11","19:45:00","21.9","85.0"
"","","","","","","","","2022-01-11","20:00:00","21.9","83.0"
"","","","","","","","","2022-01-11","20:15:00","21.8","80.0"
"","","","","","","","","2022-01-11","20:30:00","21.8","79.0"
"","","","","","","","","2022-01-11","20:45:00","21.7","78.0"
"","","","","","","","","2022-01-11","21:00:00","21.6","75.0"
"","","","","","","","","2022-01-11","21:15:00","21.4","75.0"
"","","","","","","","","2022-01-11","21:30:00","21.1","80.0"
"","","","","","","","","2022-01-11","21:45:00","21.0","78.0"
"","","","","","","","","2022-01-11","22:00:00","20.8","81.0"
"","","","","","","","","2022-01-11","22:15:00","20.9","81.0"
"","","","","","","","","2022-01-11","22:30:00","20.9","76.0"
"","","","","","","","","2022-01-11","22:45:00","20.8","71.0"
"","","","","","","","","2022-01-11","23:00:00","20.6","73.0"
"","","","","","","","","2022-01-11","23:15:00","20.4","77.0"
"","","","","","","","","2022-01-11","23:30:00","20.4","74.0"
"","","","","","","","","2022-01-11","23:45:00","20.2","68.0"
"","","","","","","","","2022-01-12","00:15:00","20.1","68.0"
"","","","","","","","","2022-01-12","00:30:00","20.3","64.0"
"","","","","","","","","2022-01-12","00:45:00","20.1","67.0"
"","","","","","","","","2022-01-12","01:00:00","20.0","70.0"
